URL,Title,Address
https://portland.craigslist.org/clk/tch/d/entry-level-research-analyst/6611671170.html,Entry Level Research Analyst/Data Entry Specialist,Vancouver
https://portland.craigslist.org/mlt/sad/d/jr-data-analyst/6610042735.html,Jr. Data Analyst,
https://portland.craigslist.org/mlt/csr/d/data-analyst/6596493852.html,Data Analyst,Pearl District
https://portland.craigslist.org/yam/ofc/d/legal-data-analyst/6596328261.html,Legal Data Analyst,McMinnville
https://portland.craigslist.org/mlt/sof/d/lead-analyst-owner-data/6595520475.html,"Lead Analyst: Owner Data - Portland, OR",Portland
https://portland.craigslist.org/mlt/acc/d/accounting-analyst-financial/6612011150.html,Accounting Analyst (Financial Reporting),Portland Oregon
https://portland.craigslist.org/wsc/web/d/it-business-analyst/6611664314.html,IT Business Analyst,Beaverton/Hillsboro
https://portland.craigslist.org/mlt/sof/d/junior-security-operations/6611329028.html,Junior Security Operations (SOC) Analyst,"Portland, OR"
https://portland.craigslist.org/wsc/acc/d/financial-analyst-point/6610423954.html,Financial Analyst: Point Development Co.,25115 SW Parkway Ste. B
https://portland.craigslist.org/mlt/mnu/d/global-inventory-analyst/6609115612.html,Global Inventory Analyst,Portland
https://portland.craigslist.org/clk/sof/d/data-reporting-analyst/6590957138.html,Data / Reporting Analyst,"Battle Ground, WA"
https://portland.craigslist.org/clk/bus/d/hiring-business-analyst/6608669380.html,"Hiring! Business Analyst I, Technology (6227) - Holland Partner Group",
https://portland.craigslist.org/clk/acc/d/its-contract-and-budget/6605144146.html,ITS Contract and Budget Analyst (Budget Analyst 4),Clark College Main campus
https://portland.craigslist.org/nco/sci/d/natural-resource-specialist/6613384501.html,Natural Resource Specialist,La Jolla
https://portland.craigslist.org/clk/tch/d/entry-level-research-analyst/6586012147.html,Entry Level Research Analyst/Data Entry Specialist,Vancouver
https://portland.craigslist.org/wsc/gov/d/innovation-analyst/6599010527.html,Innovation Analyst,Hillsboro
https://portland.craigslist.org/clk/csr/d/call-center-alternative/6597823043.html,Call Center Alternative- Corporate Research Analyst $15/hr Fulltime,Vancouver
https://portland.craigslist.org/clk/fbh/d/call-center-alternative/6597823047.html,Call Center Alternative- Corporate Research Analyst $15/hr Fulltime,Vancouver
https://portland.craigslist.org/mlt/mar/d/marketing-analyst-opportunity/6596418393.html,Marketing Analyst- Opportunity with #1 Pizza Chain,
https://portland.craigslist.org/clk/mar/d/digital-marketing-analyst/6596414628.html,Digital Marketing Analyst- Corporate Opportunity w/ #1 Pizza Chain,VANCOUVER
https://portland.craigslist.org/mlt/acc/d/payroll-project-lead-the/6607756626.html,Payroll Project Lead - The Cheesecake Factory Corp - RELOCATION PAID,Calabasas-Los Angeles
https://portland.craigslist.org/clk/acc/d/systems-implementer-analyst/6592436114.html,Systems Implementer/Analyst,Vancouver WA
https://portland.craigslist.org/clk/sof/d/systems-implementer-analyst/6592436117.html,Systems Implementer/Analyst,Vancouver WA
https://portland.craigslist.org/mlt/acc/d/payroll-project-lead-the/6601422177.html,Payroll Project Lead - The Cheesecake Factory Corp - RELOCATION PAID,Calabasas-Los Angeles
https://portland.craigslist.org/mlt/ofc/d/stellar-data-and-reporting/6591034833.html,Stellar Data and Reporting - Logistics,
https://portland.craigslist.org/mlt/tch/d/stellar-data-and-reporting/6591034834.html,Stellar Data and Reporting - Logistics,
https://portland.craigslist.org/clc/gov/d/financial-analyst/6590997640.html,Financial Analyst,Oregon City
https://portland.craigslist.org/mlt/sof/d/it-applications-engineering/6599292131.html,IT Applications Engineering - Gas Management/Control Systems (SCADA),"Portland, OR"
https://portland.craigslist.org/mlt/hum/d/hr-systems-analyst-hris/6589883500.html,HR Systems Analyst - HRIS,"Portlan, OR"
https://portland.craigslist.org/mlt/acc/d/payroll-project-lead-the/6596432028.html,Payroll Project Lead - The Cheesecake Factory Corp - RELOCATION PAID,Calabasas-Los Angeles
https://portland.craigslist.org/clc/acc/d/lead-financial-analyst/6586442921.html,Lead Financial Analyst,Wilsonville
https://portland.craigslist.org/wsc/npo/d/director-of-development/6592912782.html,Director of Development-United States Tennis Association,Beaverton
https://portland.craigslist.org/mlt/ofc/d/rates-regulatory/6586170574.html,Rates & Regulatory Administrative Assistant (R18-290),"Downtown Portland, OR"
